tariff_code,tariff_name,package_code,primary_package_name,package_names,payor_buckets,organization_names,case_count_total,distinct_amount_count_total,min_amount_total,max_amount_total,all_observed_amounts,daycare_case_count,daycare_distinct_amount_count,daycare_min_amount,daycare_max_amount,daycare_observed_amounts,general_case_count,general_distinct_amount_count,general_min_amount,general_max_amount,general_observed_amounts,twin_case_count,twin_distinct_amount_count,twin_min_amount,twin_max_amount,twin_observed_amounts,single_case_count,single_distinct_amount_count,single_min_amount,single_max_amount,single_observed_amounts,deluxe_case_count,deluxe_distinct_amount_count,deluxe_min_amount,deluxe_max_amount,deluxe_observed_amounts,unknown_case_count,unknown_distinct_amount_count,unknown_min_amount,unknown_max_amount,unknown_observed_amounts
TR290,KIMI_GIPS_24(C),GYN5229,TOTAL ABDOMINAL HYSTERECTOMY (TAH),TOTAL ABDOMINAL HYSTERECTOMY (TAH),GIPSA Insurance,NATIONAL INSURANCE COMPANY LTD. | THE NEW INDIA ASSURANCE CO. LTD. | THE ORIENTAL INSURANCE CO. LTD. | UNITED INDIA INSURANCE CO. LTD.,14,3,105700,132100,105700.00 | 118900.00 | 132100.00,0,0,,,,1,1,105700,105700,105700,2,1,118900,118900,118900,11,3,105700,132100,105700.00 | 118900.00 | 132100.00,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),GYN5322,LSCS,LSCS,GIPSA Insurance,UNITED INDIA INSURANCE CO. LTD.,2,2,77900,86600,77900.00 | 86600.00,0,0,,,,0,0,,,,1,1,77900,77900,77900,1,1,86600,86600,86600,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),GYN5324,NORMAL DELIVERY,NORMAL DELIVERY | NORMAL DELIVERY - PA,GIPSA Insurance,NATIONAL INSURANCE COMPANY LTD. | THE NEW INDIA ASSURANCE CO. LTD. | THE ORIENTAL INSURANCE CO. LTD. | UNITED INDIA INSURANCE CO. LTD.,18,4,58500,110000,110000.00 | 58500.00 | 65800.00 | 73100.00,0,0,,,,3,1,58500,58500,58500,1,1,58500,58500,58500,13,4,58500,110000,110000.00 | 58500.00 | 65800.00 | 73100.00,1,1,73100,73100,73100,0,0,,,
TR290,KIMI_GIPS_24(C),NES0073,DECOMPRESSIVE CRANIECTOMY,DECOMPRESSIVE CRANIECTOMY,GIPSA Insurance,THE NEW INDIA ASSURANCE CO. LTD.,1,1,309200,309200,309200,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,1,1,309200,309200,309200
TR290,KIMI_GIPS_24(C),NES5060,SPINAL FIXATION - LUMBAR,SPINAL FIXATION - LUMBAR | THORACO / LUMBAR GLOBAL FIXATION/BONE GRAFT,GIPSA Insurance,NATIONAL INSURANCE COMPANY LTD. | THE NEW INDIA ASSURANCE CO. LTD. | UNITED INDIA INSURANCE CO. LTD.,3,2,209800,233100,209800.00 | 233100.00,0,0,,,,0,0,,,,1,1,209800,209800,209800,2,1,233100,233100,233100,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),NES5208,LAMINECTOMY & DISECTOMY-CERVICAL,LAMINECTOMY & DISECTOMY-CERVICAL,GIPSA Insurance,THE NEW INDIA ASSURANCE CO. LTD.,2,1,111000,111000,111000,0,0,,,,1,1,111000,111000,111000,0,0,,,,1,1,111000,111000,111000,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),NES5285,STABILIZATION OF CERVICAL SPINE,STABILIZATION OF CERVICAL SPINE,GIPSA Insurance,NATIONAL INSURANCE COMPANY LTD.,1,1,228400,228400,228400,0,0,,,,0,0,,,,0,0,,,,1,1,228400,228400,228400,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),OPT0261,CATARACT - MICS,CATARACT - MICS | MICS MULTIFOCAL IOL (IMPORTED),GIPSA Insurance,THE NEW INDIA ASSURANCE CO. LTD. | THE ORIENTAL INSURANCE CO. LTD.,4,1,26100,26100,26100,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,4,1,26100,26100,26100
TR290,KIMI_GIPS_24(C),OPT5052,VITRECTOMY -MEMBRANE PEELING-ENDOLASER-GAS/SILICONE TAMPONADE,VITRECTOMY -MEMBRANE PEELING-ENDOLASER-GAS/SILICONE TAMPONADE,GIPSA Insurance,THE ORIENTAL INSURANCE CO. LTD.,1,1,30900,30900,30900,0,0,,,,1,1,30900,30900,30900,0,0,,,,0,0,,,,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),OPT5176,CATARACT - PHACO,CATARACT - PHACO,GIPSA Insurance,THE ORIENTAL INSURANCE CO. LTD.,1,1,17600,17600,17600,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,1,1,17600,17600,17600
TR290,KIMI_GIPS_24(C),OPT5308,CATARACT - MICS,CATARACT - MICS,Corporate | GIPSA Insurance,THE NEW INDIA ASSURANCE CO. LTD. | THE ORIENTAL INSURANCE CO. LTD.,5,1,26100,26100,26100,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,5,1,26100,26100,26100
TR290,KIMI_GIPS_24(C),ORT0052,HIP REPLACEMENT BILATERAL,HIP REPLACEMENT BILATERAL,GIPSA Insurance,THE NEW INDIA ASSURANCE CO. LTD.,2,1,252600,252600,252600,0,0,,,,0,0,,,,0,0,,,,2,1,252600,252600,252600,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),ORT5046,TIBIA FRACTURE PROXIMAL BICONDYLAR-ORIF/ ORIF,TIBIA FRACTURE PROXIMAL BICONDYLAR-ORIF/ ORIF,GIPSA Insurance,THE NEW INDIA ASSURANCE CO. LTD. | UNITED INDIA INSURANCE CO. LTD.,6,3,118700,148400,118700.00 | 133600.00 | 148400.00,0,0,,,,2,1,118700,118700,118700,1,1,133600,133600,133600,3,2,118700,148400,118700.00 | 148400.00,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),ORT5071,ACL (ANTERIOR CRUCIATE LIGAMENT) RECONSTRUCTION,ACL (ANTERIOR CRUCIATE LIGAMENT) RECONSTRUCTION | ACL RECONSTRUCTION /REPAIR,GIPSA Insurance,NATIONAL INSURANCE COMPANY LTD. | THE NEW INDIA ASSURANCE CO. LTD. | THE ORIENTAL INSURANCE CO. LTD. | UNITED INDIA INSURANCE CO. LTD.,24,3,91600,114600,103100.00 | 114600.00 | 91600.00,0,0,,,,5,1,91600,91600,91600,3,1,103100,103100,103100,16,1,114600,114600,114600,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),ORT5078,AMPUTATION BELOW ELBOW/ KNEE,AMPUTATION BELOW ELBOW/ KNEE,GIPSA Insurance,THE NEW INDIA ASSURANCE CO. LTD.,1,1,86600,86600,86600,0,0,,,,1,1,86600,86600,86600,0,0,,,,0,0,,,,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),ORT5135,SHOULDER-ARTHROSCOPY BANKART REPAIR,SHOULDER-ARTHROSCOPY BANKART REPAIR,GIPSA Insurance,THE NEW INDIA ASSURANCE CO. LTD. | THE ORIENTAL INSURANCE CO. LTD. | UNITED INDIA INSURANCE CO. LTD.,4,3,69700,87000,69700.00 | 78300.00 | 87000.00,0,0,,,,1,1,69700,69700,69700,1,1,78300,78300,78300,2,2,69700,87000,69700.00 | 87000.00,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),ORT5156,CLOSE REDUCTION OF FRACTURES / DISLOCATIONS,CLOSE REDUCTION OF FRACTURES / DISLOCATIONS,GIPSA Insurance,THE ORIENTAL INSURANCE CO. LTD.,1,1,40300,40300,40300,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,1,1,40300,40300,40300
TR290,KIMI_GIPS_24(C),ORT5205,HEMIARTHROPLASTY,HEMIARTHROPLASTY,GIPSA Insurance,NATIONAL INSURANCE COMPANY LTD. | THE NEW INDIA ASSURANCE CO. LTD. | THE ORIENTAL INSURANCE CO. LTD. | UNITED INDIA INSURANCE CO. LTD.,5,3,135200,169000,135200.00 | 152100.00 | 169000.00,0,0,,,,1,1,135200,135200,135200,0,0,,,,4,2,152100,169000,152100.00 | 169000.00,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),ORT5206,HEMIARTHROPLASTY,HEMIARTHROPLASTY,GIPSA Insurance,THE NEW INDIA ASSURANCE CO. LTD. | UNITED INDIA INSURANCE CO. LTD.,4,1,169000,169000,169000,0,0,,,,0,0,,,,0,0,,,,4,1,169000,169000,169000,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),ORT5223,IMPLANT REMOVAL OF LARGE BONES,IMPLANT REMOVAL OF LARGE BONES,GIPSA Insurance,THE NEW INDIA ASSURANCE CO. LTD.,4,2,54200,61000,54200.00 | 61000.00,0,0,,,,3,1,54200,54200,54200,1,1,61000,61000,61000,0,0,,,,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),ORT5287,ARTHROSCOPIC DEBRIDEMENT AND SINOVECTOMY,ARTHROSCOPIC DEBRIDEMENT AND SINOVECTOMY,GIPSA Insurance,THE NEW INDIA ASSURANCE CO. LTD.,1,1,86900,86900,86900,0,0,,,,1,1,86900,86900,86900,0,0,,,,0,0,,,,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),ORT5308,FEMUR SHAFT FRACTURE-PROXIMAL /MIDDLE/DISTAL,FEMUR SHAFT FRACTURE-PROXIMAL /MIDDLE/DISTAL,GIPSA Insurance,NATIONAL INSURANCE COMPANY LTD. | THE NEW INDIA ASSURANCE CO. LTD. | THE ORIENTAL INSURANCE CO. LTD. | UNITED INDIA INSURANCE CO. LTD.,5,3,102600,128300,102600.00 | 115500.00 | 128300.00,0,0,,,,1,1,102600,102600,102600,3,1,115500,115500,115500,1,1,128300,128300,128300,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),ORT5321,IMPLANT REMOVAL OF LARGE BONES,IMPLANT REMOVAL OF LARGE BONES,GIPSA Insurance,THE NEW INDIA ASSURANCE CO. LTD. | THE ORIENTAL INSURANCE CO. LTD. | UNITED INDIA INSURANCE CO. LTD.,7,3,54200,67800,54200.00 | 61000.00 | 67800.00,0,0,,,,1,1,54200,54200,54200,2,1,61000,61000,61000,4,2,61000,67800,61000.00 | 67800.00,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),ORT5383,HIP REPLACEMENT UNILATERAL,HIP REPLACEMENT UNILATERAL | TOTAL HIP REPLACEMENT (THR) - LEFT,GIPSA Insurance,NATIONAL INSURANCE COMPANY LTD. | THE NEW INDIA ASSURANCE CO. LTD. | THE ORIENTAL INSURANCE CO. LTD. | UNITED INDIA INSURANCE CO. LTD.,25,3,134900,168700,134900.00 | 151800.00 | 168700.00,0,0,,,,5,1,134900,134900,134900,6,2,134900,151800,134900.00 | 151800.00,14,2,151800,168700,151800.00 | 168700.00,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),ORT5414,ANKLE FRACTURE-ORIF/ORIF WITH SCREWS/TBW,ANKLE FRACTURE-ORIF/ORIF WITH SCREWS/TBW,GIPSA Insurance,NATIONAL INSURANCE COMPANY LTD. | THE NEW INDIA ASSURANCE CO. LTD. | THE ORIENTAL INSURANCE CO. LTD.,3,1,126300,126300,126300,0,0,,,,0,0,,,,0,0,,,,2,1,126300,126300,126300,0,0,,,,1,1,126300,126300,126300
TR290,KIMI_GIPS_24(C),ORT5435,HAND OR FOOT FRACTURES -WITH PLATES OR SCREWS,HAND OR FOOT FRACTURES -WITH PLATES OR SCREWS,GIPSA Insurance,THE NEW INDIA ASSURANCE CO. LTD. | THE ORIENTAL INSURANCE CO. LTD.,3,3,86900,108600,108600.00 | 86900.00 | 97700.00,0,0,,,,1,1,86900,86900,86900,1,1,97700,97700,97700,1,1,108600,108600,108600,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),ORT5439,OPEN REDUCTION INTERNAL FIXATION SINGLE BONE FRACTURE FOREARM / WRIST,OPEN REDUCTION INTERNAL FIXATION SINGLE BONE FRACTURE FOREARM / WRIST,GIPSA Insurance,NATIONAL INSURANCE COMPANY LTD. | THE NEW INDIA ASSURANCE CO. LTD. | THE ORIENTAL INSURANCE CO. LTD. | UNITED INDIA INSURANCE CO. LTD.,9,3,97100,121400,109300.00 | 121400.00 | 97100.00,0,0,,,,2,1,97100,97100,97100,0,0,,,,7,2,109300,121400,109300.00 | 121400.00,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),ORT5441,OPEN REDUCTION AND INTERNAL FIXATION OF ELBOW,OPEN REDUCTION AND INTERNAL FIXATION OF ELBOW,GIPSA Insurance,THE NEW INDIA ASSURANCE CO. LTD. | UNITED INDIA INSURANCE CO. LTD.,2,2,119200,149000,119200.00 | 149000.00,0,0,,,,1,1,119200,119200,119200,0,0,,,,1,1,149000,149000,149000,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),ORT5457,OPEN REDUCTION FRACTURE HUMERUS EXTERNAL FIXATION SHOULDER & ARM,OPEN REDUCTION FRACTURE HUMERUS EXTERNAL FIXATION SHOULDER & ARM,GIPSA Insurance,NATIONAL INSURANCE COMPANY LTD. | THE NEW INDIA ASSURANCE CO. LTD. | THE ORIENTAL INSURANCE CO. LTD. | UNITED INDIA INSURANCE CO. LTD.,15,3,119200,149000,119200.00 | 134100.00 | 149000.00,0,0,,,,3,1,119200,119200,119200,2,2,119200,134100,119200.00 | 134100.00,9,2,119200,149000,119200.00 | 149000.00,1,1,149000,149000,149000,0,0,,,
TR290,KIMI_GIPS_24(C),ORT5458,FRACTURE NECK FEMUR,FRACTURE NECK FEMUR | OPEN REDUCTION FRACTURE NECK FEMUR WITH INTERNAL FIXATIONS,GIPSA Insurance,NATIONAL INSURANCE COMPANY LTD.,2,1,102600,102600,102600,0,0,,,,1,1,102600,102600,102600,0,0,,,,1,1,102600,102600,102600,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),ORT5459,OPEN REDUCTION AND INTERNAL FIXATION -FRACTURE OF BOTH BONES FOREARM,OPEN REDUCTION AND INTERNAL FIXATION -FRACTURE OF BOTH BONES FOREARM,GIPSA Insurance,NATIONAL INSURANCE COMPANY LTD. | THE NEW INDIA ASSURANCE CO. LTD. | UNITED INDIA INSURANCE CO. LTD.,7,2,119200,132400,119200.00 | 132400.00,0,0,,,,0,0,,,,2,2,119200,132400,119200.00 | 132400.00,5,2,119200,132400,119200.00 | 132400.00,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),ORT5461,CALCANEAL FRACTURE - WITH PLATES,CALCANEAL FRACTURE - WITH PLATES,GIPSA Insurance,NATIONAL INSURANCE COMPANY LTD.,1,1,128200,128200,128200,0,0,,,,0,0,,,,0,0,,,,1,1,128200,128200,128200,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),ORT5470,OPEN REDUCTION INTERNAL FIXATION OF TIBIAL CONDYLAR FRACTURE,OPEN REDUCTION INTERNAL FIXATION OF TIBIAL CONDYLAR FRACTURE,GIPSA Insurance,THE NEW INDIA ASSURANCE CO. LTD. | THE ORIENTAL INSURANCE CO. LTD. | UNITED INDIA INSURANCE CO. LTD.,19,3,107300,134100,107300.00 | 120700.00 | 134100.00,0,0,,,,3,1,107300,107300,107300,6,2,120700,134100,120700.00 | 134100.00,10,3,107300,134100,107300.00 | 120700.00 | 134100.00,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),ORT5491,MCL RECONSTRUCTION/REPAIR,MCL RECONSTRUCTION/REPAIR,GIPSA Insurance,UNITED INDIA INSURANCE CO. LTD.,2,2,103100,114600,103100.00 | 114600.00,0,0,,,,0,0,,,,1,1,103100,103100,103100,1,1,114600,114600,114600,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),ORT5499,ACL & PCL RECONSTRUCTION AND REPAIR_x000D_,ACL & PCL RECONSTRUCTION AND REPAIR_x000D_ | ACL & PCL RECONSTRUCTION AND REPAIR_x000D__x000D_,GIPSA Insurance,THE NEW INDIA ASSURANCE CO. LTD. | THE ORIENTAL INSURANCE CO. LTD.,4,2,148700,165200,148700.00 | 165200.00,0,0,,,,0,0,,,,3,1,148700,148700,148700,1,1,165200,165200,165200,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),ORT5504,SHOULDER-ARTHROSCOPY / OPEN- SUB ACROMIAL DECOMPRESSION,SHOULDER-ARTHROSCOPY / OPEN- SUB ACROMIAL DECOMPRESSION,GIPSA Insurance,NATIONAL INSURANCE COMPANY LTD. | THE NEW INDIA ASSURANCE CO. LTD. | THE ORIENTAL INSURANCE CO. LTD.,3,2,74400,83800,74400.00 | 83800.00,0,0,,,,1,1,74400,74400,74400,1,1,83800,83800,83800,0,0,,,,1,1,74400,74400,74400,0,0,,,
TR290,KIMI_GIPS_24(C),ORT5508,SHOULDER-ARTHROSCOPY / OPEN- SUB ACROMIAL DECOMPRESSION,SHOULDER-ARTHROSCOPY / OPEN- SUB ACROMIAL DECOMPRESSION,GIPSA Insurance,NATIONAL INSURANCE COMPANY LTD. | THE NEW INDIA ASSURANCE CO. LTD.,2,2,83800,93100,83800.00 | 93100.00,0,0,,,,0,0,,,,1,1,83800,83800,83800,1,1,93100,93100,93100,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),ORT5510,TOTAL KNEE REPLACEMENT (TKR) - LEFT,TOTAL KNEE REPLACEMENT (TKR) - LEFT | TOTAL KNEE REPLACEMENT (TKR) - UNILATERAL - LEFT,GIPSA Insurance,NATIONAL INSURANCE COMPANY LTD. | THE NEW INDIA ASSURANCE CO. LTD. | THE ORIENTAL INSURANCE CO. LTD. | UNITED INDIA INSURANCE CO. LTD.,111,3,134900,168700,134900.00 | 151800.00 | 168700.00,0,0,,,,13,1,134900,134900,134900,21,2,134900,151800,134900.00 | 151800.00,77,3,134900,168700,134900.00 | 151800.00 | 168700.00,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),ORT5511,TOTAL KNEE REPLACEMENT (TKR) - RIGHT,TOTAL KNEE REPLACEMENT (TKR) - RIGHT | TOTAL KNEE REPLACEMENT (TKR) UNILATERAL - RIGHT,GIPSA Insurance,NATIONAL INSURANCE COMPANY LTD. | THE NEW INDIA ASSURANCE CO. LTD. | THE ORIENTAL INSURANCE CO. LTD. | UNITED INDIA INSURANCE CO. LTD.,73,3,134900,168700,134900.00 | 151800.00 | 168700.00,0,0,,,,14,1,134900,134900,134900,8,1,151800,151800,151800,51,2,151800,168700,151800.00 | 168700.00,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),ORT5531,TKR (TOTAL KNEE REPLACEMENT)- BILATERAL,TKR (TOTAL KNEE REPLACEMENT)- BILATERAL | TOTAL KNEE REPLACEMENT (TKR) - BILATERAL | TOTAL KNEE REPLACEMENT- BILATERAL,GIPSA Insurance,NATIONAL INSURANCE COMPANY LTD. | THE NEW INDIA ASSURANCE CO. LTD. | THE ORIENTAL INSURANCE CO. LTD. | UNITED INDIA INSURANCE CO. LTD.,161,4,202100,490000,202100.00 | 227300.00 | 252600.00 | 490000.00,0,0,,,,27,1,202100,202100,202100,33,3,202100,490000,202100.00 | 227300.00 | 490000.00,99,3,202100,252600,202100.00 | 227300.00 | 252600.00,2,2,227300,252600,227300.00 | 252600.00,0,0,,,
TR290,KIMI_GIPS_24(C),ORT5538,FEMUR SHAFT FRACTURE-PROXIMAL /MIDDLE/DISTAL,FEMUR SHAFT FRACTURE-PROXIMAL /MIDDLE/DISTAL,GIPSA Insurance,UNITED INDIA INSURANCE CO. LTD.,2,1,128300,128300,128300,0,0,,,,0,0,,,,0,0,,,,2,1,128300,128300,128300,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),ORT5647,THORACO / LUMBAR - ANTERIOR INTERBODY FIXATION +/- BONE GRAFT,THORACO / LUMBAR - ANTERIOR INTERBODY FIXATION +/- BONE GRAFT,GIPSA Insurance,NATIONAL INSURANCE COMPANY LTD. | THE NEW INDIA ASSURANCE CO. LTD. | THE ORIENTAL INSURANCE CO. LTD. | UNITED INDIA INSURANCE CO. LTD.,5,2,186500,209800,186500.00 | 209800.00,0,0,,,,3,1,186500,186500,186500,2,2,186500,209800,186500.00 | 209800.00,0,0,,,,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),PAS130,UNILATERAL INGUINAL HERNIA REPAIR WITHOUT MESH,UNILATERAL INGUINAL HERNIA REPAIR WITHOUT MESH,GIPSA Insurance,THE ORIENTAL INSURANCE CO. LTD. | UNITED INDIA INSURANCE CO. LTD.,2,2,77900,87800,77900.00 | 87800.00,0,0,,,,1,1,77900,77900,77900,0,0,,,,1,1,87800,87800,87800,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),PRC0002,TOTAL KNEE REPLACEMENT- UNILATERAL,TOTAL KNEE REPLACEMENT- UNILATERAL,GIPSA Insurance,NATIONAL INSURANCE COMPANY LTD. | THE NEW INDIA ASSURANCE CO. LTD. | THE ORIENTAL INSURANCE CO. LTD. | UNITED INDIA INSURANCE CO. LTD.,33,3,134900,168700,134900.00 | 151800.00 | 168700.00,0,0,,,,5,1,134900,134900,134900,11,3,134900,168700,134900.00 | 151800.00 | 168700.00,17,2,151800,168700,151800.00 | 168700.00,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),PRC0856,TOTAL KNEE REPLACEMENT- UNILATERAL,TOTAL KNEE REPLACEMENT- UNILATERAL,GIPSA Insurance,NATIONAL INSURANCE COMPANY LTD. | THE NEW INDIA ASSURANCE CO. LTD. | THE ORIENTAL INSURANCE CO. LTD. | UNITED INDIA INSURANCE CO. LTD.,31,3,134900,168700,134900.00 | 151800.00 | 168700.00,0,0,,,,8,1,134900,134900,134900,7,2,134900,151800,134900.00 | 151800.00,16,2,151800,168700,151800.00 | 168700.00,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),SGA0050,HAEMORRHOIDECTOMY,HAEMORRHOIDECTOMY,GIPSA Insurance,THE NEW INDIA ASSURANCE CO. LTD.,4,3,50200,62700,50200.00 | 56400.00 | 62700.00,0,0,,,,1,1,50200,50200,50200,0,0,,,,3,2,56400,62700,56400.00 | 62700.00,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),SGA0128,SLEEVE GASTRECTOMY,SLEEVE GASTRECTOMY,GIPSA Insurance,THE NEW INDIA ASSURANCE CO. LTD.,1,1,372000,372000,372000,0,0,,,,0,0,,,,0,0,,,,1,1,372000,372000,372000,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),SGA5120,LAPAROSCOPIC FEMORAL HERNIA REPAIR WITH MESH UNILATERAL,LAPAROSCOPIC FEMORAL HERNIA REPAIR WITH MESH UNILATERAL,GIPSA Insurance,NATIONAL INSURANCE COMPANY LTD. | THE NEW INDIA ASSURANCE CO. LTD. | THE ORIENTAL INSURANCE CO. LTD. | UNITED INDIA INSURANCE CO. LTD.,5,3,85800,107100,107100.00 | 85800.00 | 96400.00,0,0,,,,2,1,85800,85800,85800,2,2,96400,107100,107100.00 | 96400.00,1,1,107100,107100,107100,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),SGA5132,INCISIONAL HERNIOPLASTY,INCISIONAL HERNIOPLASTY,GIPSA Insurance,THE ORIENTAL INSURANCE CO. LTD.,1,1,100400,100400,100400,0,0,,,,1,1,100400,100400,100400,0,0,,,,0,0,,,,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),SGA5133,INCISIONAL HERNIOPLASTY,INCISIONAL HERNIOPLASTY,GIPSA Insurance,THE ORIENTAL INSURANCE CO. LTD.,1,1,125600,125600,125600,0,0,,,,0,0,,,,0,0,,,,1,1,125600,125600,125600,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),SGA5140,LAPAROSCOPIC PARA UMBILICAL HERNIA REPAIR,LAPAROSCOPIC PARA UMBILICAL HERNIA REPAIR,GIPSA Insurance,NATIONAL INSURANCE COMPANY LTD. | THE NEW INDIA ASSURANCE CO. LTD. | THE ORIENTAL INSURANCE CO. LTD. | UNITED INDIA INSURANCE CO. LTD.,19,3,83000,103700,103700.00 | 83000.00 | 93200.00,0,0,,,,7,1,83000,83000,83000,6,2,83000,93200,83000.00 | 93200.00,6,2,93200,103700,103700.00 | 93200.00,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),SGA5144,INCISION AND DRAINAGE (I & D) - MINOR,INCISION AND DRAINAGE (I & D) - MINOR,GIPSA Insurance,THE NEW INDIA ASSURANCE CO. LTD.,1,1,91000,91000,91000,0,0,,,,0,0,,,,1,1,91000,91000,91000,0,0,,,,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),SGA5151,HAEMORRHOIDECTOMY _LASER,HAEMORRHOIDECTOMY _LASER,GIPSA Insurance,THE NEW INDIA ASSURANCE CO. LTD. | THE ORIENTAL INSURANCE CO. LTD.,3,2,100900,112100,100900.00 | 112100.00,0,0,,,,0,0,,,,2,1,100900,100900,100900,1,1,112100,112100,112100,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),SGA5162,APPENDECTOMY -LAP,APPENDECTOMY -LAP | APPENDECTOMY LAPAROSCOPIC | LAP. APPENDECTOMY,GIPSA Insurance,NATIONAL INSURANCE COMPANY LTD. | THE NEW INDIA ASSURANCE CO. LTD. | THE ORIENTAL INSURANCE CO. LTD. | UNITED INDIA INSURANCE CO. LTD.,27,4,78300,119000,119000.00 | 78300.00 | 88100.00 | 97900.00,0,0,,,,6,1,78300,78300,78300,5,2,78300,88100,78300.00 | 88100.00,16,4,78300,119000,119000.00 | 78300.00 | 88100.00 | 97900.00,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),SGA5166,CHOLECYSTECTOMY LAPAROSCOPIC,CHOLECYSTECTOMY LAPAROSCOPIC | LAP. CHOLECYSTECTOMY,GIPSA Insurance,NATIONAL INSURANCE COMPANY LTD. | THE NEW INDIA ASSURANCE CO. LTD. | THE ORIENTAL INSURANCE CO. LTD. | UNITED INDIA INSURANCE CO. LTD.,75,3,83700,104700,104700.00 | 83700.00 | 94200.00,0,0,,,,14,1,83700,83700,83700,26,2,83700,94200,83700.00 | 94200.00,34,2,83700,104700,104700.00 | 83700.00,0,0,,,,1,1,104700,104700,104700
TR290,KIMI_GIPS_24(C),SGA5194,LAPAROSCOPIC VENTRAL HERNIA,LAPAROSCOPIC VENTRAL HERNIA,GIPSA Insurance,THE NEW INDIA ASSURANCE CO. LTD. | THE ORIENTAL INSURANCE CO. LTD.,4,3,83000,103700,103700.00 | 83000.00 | 93200.00,0,0,,,,1,1,83000,83000,83000,0,0,,,,3,2,93200,103700,103700.00 | 93200.00,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),SGA5231,APPENDECTOMY -OPEN,APPENDECTOMY -OPEN,GIPSA Insurance,THE NEW INDIA ASSURANCE CO. LTD. | THE ORIENTAL INSURANCE CO. LTD.,2,1,79700,79700,79700,0,0,,,,1,1,79700,79700,79700,0,0,,,,1,1,79700,79700,79700,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),SGA5246,MASTECTOMY-RADICAL,MASTECTOMY-RADICAL,GIPSA Insurance,NATIONAL INSURANCE COMPANY LTD. | THE NEW INDIA ASSURANCE CO. LTD.,2,1,101300,101300,101300,0,0,,,,0,0,,,,2,1,101300,101300,101300,0,0,,,,0,0,,,,0,0,,,
TR290,KIMI_GIPS_24(C),SGA5310,STAPLER HAEMORRHOIDECTOMY,STAPLER HAEMORRHOIDECTOMY | STAPPLER HEMORRHOIDECTOMY,GIPSA Insurance,THE NEW INDIA ASSURANCE CO. LTD. | THE ORIENTAL INSURANCE CO. LTD.,5,2,56400,62700,56400.00 | 62700.00,0,0,,,,0,0,,,,2,1,56400,56400,56400,3,1,62700,62700,62700,0,0,,,,0,0,,,
