tariff_code,tariff_name,package_code,primary_package_name,package_names,payor_buckets,organization_names,case_count_total,distinct_amount_count_total,min_amount_total,max_amount_total,all_observed_amounts,daycare_case_count,daycare_distinct_amount_count,daycare_min_amount,daycare_max_amount,daycare_observed_amounts,general_case_count,general_distinct_amount_count,general_min_amount,general_max_amount,general_observed_amounts,twin_case_count,twin_distinct_amount_count,twin_min_amount,twin_max_amount,twin_observed_amounts,single_case_count,single_distinct_amount_count,single_min_amount,single_max_amount,single_observed_amounts,deluxe_case_count,deluxe_distinct_amount_count,deluxe_min_amount,deluxe_max_amount,deluxe_observed_amounts,unknown_case_count,unknown_distinct_amount_count,unknown_min_amount,unknown_max_amount,unknown_observed_amounts
TR201,SSG_ICICI,URO0018,CYSTOSCOPY,CYSTOSCOPY,Non-GIPSA Insurance,ICICI LOMBARD GENERAL INSURANCE CO. LTD.,4,1,48500,48500,48500,0,0,,,,0,0,,,,0,0,,,,3,1,48500,48500,48500,1,1,48500,48500,48500,0,0,,,
TR201,SSG_ICICI,URO0023,DJ STENT REMOVAL UNILATERAL,DJ STENT REMOVAL UNILATERAL,Non-GIPSA Insurance,ICICI LOMBARD GENERAL INSURANCE CO. LTD.,13,2,24500,32000,24500.00 | 32000.00,0,0,,,,0,0,,,,0,0,,,,3,1,32000,32000,32000,0,0,,,,10,1,24500,24500,24500
TR201,SSG_ICICI,URO0060,HYDROCELE / VARICOCELCE,HYDROCELE / VARICOCELCE,Non-GIPSA Insurance,ICICI LOMBARD GENERAL INSURANCE CO. LTD.,1,1,54375,54375,54375,0,0,,,,0,0,,,,0,0,,,,1,1,54375,54375,54375,0,0,,,,0,0,,,
TR201,SSG_ICICI,URO0168,VARICOCELECTOMY,VARICOCELECTOMY,Non-GIPSA Insurance,ICICI LOMBARD GENERAL INSURANCE CO. LTD.,1,1,54375,54375,54375,0,0,,,,0,0,,,,0,0,,,,1,1,54375,54375,54375,0,0,,,,0,0,,,
TR201,SSG_ICICI,URO5005,TURP,TURP,Non-GIPSA Insurance,ICICI LOMBARD GENERAL INSURANCE CO. LTD.,1,1,96500,96500,96500,0,0,,,,0,0,,,,0,0,,,,1,1,96500,96500,96500,0,0,,,,0,0,,,
TR201,SSG_ICICI,URO5227,CIRCUMCISION,CIRCUMCISION,Non-GIPSA Insurance,ICICI LOMBARD GENERAL INSURANCE CO. LTD.,1,1,26000,26000,26000,0,0,,,,0,0,,,,0,0,,,,1,1,26000,26000,26000,0,0,,,,0,0,,,
TR201,SSG_ICICI,VAS126,VARICOSE VEIN LASER ABLATION,VARICOSE VEIN LASER ABLATION,Non-GIPSA Insurance,ICICI LOMBARD GENERAL INSURANCE CO. LTD.,1,1,62000,62000,62000,0,0,,,,1,1,62000,62000,62000,0,0,,,,0,0,,,,0,0,,,,0,0,,,
TR202,SSG_CARE,CAR0122,CORONARY ANGIOGRAM (CAG),CORONARY ANGIOGRAM (CAG) | CORONARY ANGIOGRAM (CAG) - CAT - 1,Non-GIPSA Insurance,CARE HEALTH INSURANCE LTD.,4,3,18000,38020,18000.00 | 38000.00 | 38020.00,0,0,,,,0,0,,,,1,1,38020,38020,38020,1,1,38000,38000,38000,0,0,,,,2,2,18000,38000,18000.00 | 38000.00
TR202,SSG_CARE,CAR5154,PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY),PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY),Non-GIPSA Insurance,CARE HEALTH INSURANCE LTD.,2,1,280400,280400,280400,0,0,,,,0,0,,,,1,1,280400,280400,280400,1,1,280400,280400,280400,0,0,,,,0,0,,,
TR202,SSG_CARE,CAR5158,CORONARY ANGIOGRAM (CAG) - CAT-2,CORONARY ANGIOGRAM (CAG) - CAT-2,Non-GIPSA Insurance,CARE HEALTH INSURANCE LTD.,1,1,20000,20000,20000,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,1,1,20000,20000,20000
TR202,SSG_CARE,CAT5025,PTRA (PERCUTANEOUS TRANSLUMINAL RENAL ANGIOPLASTY),PTRA (PERCUTANEOUS TRANSLUMINAL RENAL ANGIOPLASTY),Non-GIPSA Insurance,CARE HEALTH INSURANCE LTD.,1,1,140000,140000,140000,0,0,,,,0,0,,,,0,0,,,,1,1,140000,140000,140000,0,0,,,,0,0,,,
TR202,SSG_CARE,ENT0196,FESS (FUNCTIONAL ENDOSCOPIC SINUS SURGERY),FESS (FUNCTIONAL ENDOSCOPIC SINUS SURGERY),Non-GIPSA Insurance,CARE HEALTH INSURANCE LTD.,2,2,65000,75000,65000.00 | 75000.00,0,0,,,,0,0,,,,0,0,,,,1,1,75000,75000,75000,1,1,65000,65000,65000,0,0,,,
TR202,SSG_CARE,ENT5026,SEPTOPLASTY + TURBINATE REDUCTION,SEPTOPLASTY + TURBINATE REDUCTION,Non-GIPSA Insurance,CARE HEALTH INSURANCE LTD.,1,1,133000,133000,133000,0,0,,,,0,0,,,,1,1,133000,133000,133000,0,0,,,,0,0,,,,0,0,,,
TR202,SSG_CARE,ENT5038,ADENOIDECTOMY - PA,ADENOIDECTOMY - PA,Non-GIPSA Insurance,CARE HEALTH INSURANCE LTD.,1,1,62500,62500,62500,0,0,,,,0,0,,,,0,0,,,,1,1,62500,62500,62500,0,0,,,,0,0,,,
TR202,SSG_CARE,GYN0023,NORMAL DELIVERY,NORMAL DELIVERY,Non-GIPSA Insurance,CARE HEALTH INSURANCE LTD.,1,1,55000,55000,55000,0,0,,,,0,0,,,,1,1,55000,55000,55000,0,0,,,,0,0,,,,0,0,,,
TR202,SSG_CARE,GYN5009,DILATATION & CURETTAGE (D&C),DILATATION & CURETTAGE (D&C),Non-GIPSA Insurance,CARE HEALTH INSURANCE LTD.,1,1,33000,33000,33000,0,0,,,,0,0,,,,0,0,,,,1,1,33000,33000,33000,0,0,,,,0,0,,,
TR202,SSG_CARE,GYN5067,DILATATION & CURETTAGE (D&C),DILATATION & CURETTAGE (D&C),Non-GIPSA Insurance,CARE HEALTH INSURANCE LTD.,1,1,30000,30000,30000,0,0,,,,0,0,,,,0,0,,,,1,1,30000,30000,30000,0,0,,,,0,0,,,
TR202,SSG_CARE,GYN5219,CAESARIAN DELIVERY (LSCS),CAESARIAN DELIVERY (LSCS) | ELECTIVE LSCS PACKAGE-I | LSCS (CAESAREAN SECTION) - PA,Non-GIPSA Insurance,CARE HEALTH INSURANCE LTD.,4,4,60000,163500,163500.00 | 60000.00 | 82500.00 | 85000.00,0,0,,,,0,0,,,,2,2,60000,82500,60000.00 | 82500.00,2,2,85000,163500,163500.00 | 85000.00,0,0,,,,0,0,,,
TR202,SSG_CARE,ORT5071,ACL RECONSTRUCTION,ACL RECONSTRUCTION,Non-GIPSA Insurance,CARE HEALTH INSURANCE LTD.,4,2,110000,135000,110000.00 | 135000.00,0,0,,,,1,1,110000,110000,110000,0,0,,,,3,1,135000,135000,135000,0,0,,,,0,0,,,
TR202,SSG_CARE,ORT5383,TOTAL HIP REPLACEMENT (THR) - LEFT,TOTAL HIP REPLACEMENT (THR) - LEFT | TOTAL HIP REPLACEMENT (THR) - UNILATERAL,Non-GIPSA Insurance,CARE HEALTH INSURANCE LTD.,5,2,200000,210000,200000.00 | 210000.00,0,0,,,,0,0,,,,0,0,,,,5,2,200000,210000,200000.00 | 210000.00,0,0,,,,0,0,,,
TR202,SSG_CARE,ORT5490,LCL RECONSTRUCTION,LCL RECONSTRUCTION,Non-GIPSA Insurance,CARE HEALTH INSURANCE LTD.,1,1,160000,160000,160000,0,0,,,,0,0,,,,0,0,,,,1,1,160000,160000,160000,0,0,,,,0,0,,,
TR202,SSG_CARE,ORT5504,SHOULDER - ARTHROSCOPY / OPEN - SUB ACROMIAL DECOPRESSION&#13;,SHOULDER - ARTHROSCOPY / OPEN - SUB ACROMIAL DECOPRESSION&#13;,Non-GIPSA Insurance,CARE HEALTH INSURANCE LTD.,1,1,135000,135000,135000,0,0,,,,0,0,,,,0,0,,,,1,1,135000,135000,135000,0,0,,,,0,0,,,
TR202,SSG_CARE,ORT5510,TOTAL KNEE REPLACEMENT (TKR) - LEFT,TOTAL KNEE REPLACEMENT (TKR) - LEFT | TOTAL KNEE REPLACEMENT (TKR) - LEFT50% Discount | TOTAL KNEE REPLACEMENT (TKR) - UNILATERAL - LEFT - PA,Non-GIPSA Insurance,CARE HEALTH INSURANCE LTD.,19,7,131750,319600,131750.00 | 150000.00 | 160000.00 | 170000.00 | 263500.00 | 277600.00 | 319600.00,0,0,,,,0,0,,,,2,2,150000,277600,150000.00 | 277600.00,17,6,131750,319600,131750.00 | 150000.00 | 160000.00 | 170000.00 | 263500.00 | 319600.00,0,0,,,,0,0,,,
TR202,SSG_CARE,ORT5511,TOTAL KNEE REPLACEMENT (TKR) - RIGHT,TOTAL KNEE REPLACEMENT (TKR) - RIGHT | TOTAL KNEE REPLACEMENT (TKR) UNILATERAL - RIGHT - PA,Non-GIPSA Insurance,CARE HEALTH INSURANCE LTD.,29,6,150000,319600,150000.00 | 160000.00 | 170000.00 | 263500.00 | 277600.00 | 319600.00,0,0,,,,0,0,,,,1,1,150000,150000,150000,28,6,150000,319600,150000.00 | 160000.00 | 170000.00 | 263500.00 | 277600.00 | 319600.00,0,0,,,,0,0,,,
TR202,SSG_CARE,PRC0002,TOTAL KNEE REPLACEMENT (TKR) - RIGHT,TOTAL KNEE REPLACEMENT (TKR) - RIGHT,Non-GIPSA Insurance,CARE HEALTH INSURANCE LTD.,5,2,0,160000,0.00 | 160000.00,0,0,,,,0,0,,,,0,0,,,,5,2,0,160000,0.00 | 160000.00,0,0,,,,0,0,,,
TR202,SSG_CARE,PRC0856,TOTAL KNEE REPLACEMENT (TKR) - LEFT,TOTAL KNEE REPLACEMENT (TKR) - LEFT | TOTAL KNEE REPLACEMENT (TKR) UNILATERAL - LEFT,Corporate | Non-GIPSA Insurance,CARE HEALTH INSURANCE LTD.,8,2,160000,319600,160000.00 | 319600.00,0,0,,,,0,0,,,,0,0,,,,8,2,160000,319600,160000.00 | 319600.00,0,0,,,,0,0,,,
TR202,SSG_CARE,SGA0050,HAEMORRHOIDECTOMY,HAEMORRHOIDECTOMY,Non-GIPSA Insurance,CARE HEALTH INSURANCE LTD.,1,1,114500,114500,114500,0,0,,,,0,0,,,,0,0,,,,1,1,114500,114500,114500,0,0,,,,0,0,,,
TR202,SSG_CARE,SGA5132,INCISIONAL HERNIOPLASTY,INCISIONAL HERNIOPLASTY,Non-GIPSA Insurance,CARE HEALTH INSURANCE LTD.,1,1,75000,75000,75000,0,0,,,,0,0,,,,1,1,75000,75000,75000,0,0,,,,0,0,,,,0,0,,,
TR202,SSG_CARE,SGA5166,CHOLECYSTECTOMY LAPAROSCOPIC,CHOLECYSTECTOMY LAPAROSCOPIC,Non-GIPSA Insurance,CARE HEALTH INSURANCE LTD.,3,1,219100,219100,219100,0,0,,,,0,0,,,,0,0,,,,3,1,219100,219100,219100,0,0,,,,0,0,,,
TR202,SSG_CARE,SGA5340,HIGH FISTULECTOMY,HIGH FISTULECTOMY,Non-GIPSA Insurance,CARE HEALTH INSURANCE LTD.,2,1,75000,75000,75000,0,0,,,,0,0,,,,0,0,,,,2,1,75000,75000,75000,0,0,,,,0,0,,,
TR202,SSG_CARE,SGA5633,INGUINAL HERNIOPLASTY - UNILATERAL,INGUINAL HERNIOPLASTY - UNILATERAL,Non-GIPSA Insurance,CARE HEALTH INSURANCE LTD.,1,1,85000,85000,85000,0,0,,,,0,0,,,,0,0,,,,1,1,85000,85000,85000,0,0,,,,0,0,,,
TR202,SSG_CARE,URO0018,CYSTOSCOPY,CYSTOSCOPY,Non-GIPSA Insurance,CARE HEALTH INSURANCE LTD.,2,2,22500,35000,22500.00 | 35000.00,0,0,,,,0,0,,,,0,0,,,,1,1,35000,35000,35000,0,0,,,,1,1,22500,22500,22500
TR202,SSG_CARE,URO0023,DJ STENT REMOVAL UNILATERAL,DJ STENT REMOVAL UNILATERAL,Non-GIPSA Insurance,CARE HEALTH INSURANCE LTD.,1,1,26500,26500,26500,0,0,,,,0,0,,,,0,0,,,,1,1,26500,26500,26500,0,0,,,,0,0,,,
TR202,SSG_CARE,URO5227,CIRCUMCISION,CIRCUMCISION,Non-GIPSA Insurance,CARE HEALTH INSURANCE LTD.,2,2,20000,40000,20000.00 | 40000.00,0,0,,,,0,0,,,,0,0,,,,1,1,40000,40000,40000,0,0,,,,1,1,20000,20000,20000
TR206,SSG_IFFCO,ORT5531,TOTAL KNEE REPLACEMENT (TKR) - BILATERAL,TOTAL KNEE REPLACEMENT (TKR) - BILATERAL,Non-GIPSA Insurance,IFFCO-TOKIO GENERAL INSURANCE CO. LTD.,1,1,215000,215000,215000,0,0,,,,0,0,,,,0,0,,,,1,1,215000,215000,215000,0,0,,,,0,0,,,
TR206,SSG_IFFCO,PRC0856,TOTAL KNEE REPLACEMENT (TKR) - LEFT,TOTAL KNEE REPLACEMENT (TKR) - LEFT,Non-GIPSA Insurance,IFFCO-TOKIO GENERAL INSURANCE CO. LTD.,1,1,110000,110000,110000,0,0,,,,0,0,,,,0,0,,,,0,0,,,,1,1,110000,110000,110000,0,0,,,
TR206,SSG_IFFCO,SGA5166,LAP CHOLECYSTECTOMY,LAP CHOLECYSTECTOMY,Non-GIPSA Insurance,IFFCO-TOKIO GENERAL INSURANCE CO. LTD.,1,1,63000,63000,63000,0,0,,,,0,0,,,,0,0,,,,1,1,63000,63000,63000,0,0,,,,0,0,,,
TR240,KIMSI_MA_2024,CAR0122,CORONARY ANGIOGRAM (CAG),CORONARY ANGIOGRAM (CAG),Non-GIPSA Insurance,SBI GENERAL INSURANCE CO. LTD.,5,2,38000,38020,38000.00 | 38020.00,0,0,,,,2,2,38000,38020,38000.00 | 38020.00,0,0,,,,1,1,38020,38020,38020,0,0,,,,2,2,38000,38020,38000.00 | 38020.00
TR240,KIMSI_MA_2024,CAR0126,PPI - SINGLE CHAMBER,PPI - SINGLE CHAMBER,Non-GIPSA Insurance,SBI GENERAL INSURANCE CO. LTD.,1,1,127000,127000,127000,0,0,,,,0,0,,,,0,0,,,,1,1,127000,127000,127000,0,0,,,,0,0,,,
TR240,KIMSI_MA_2024,CAR0127,PPI - DUAL CHAMBER,PPI - DUAL CHAMBER,Non-GIPSA Insurance,SBI GENERAL INSURANCE CO. LTD.,1,1,215000,215000,215000,0,0,,,,1,1,215000,215000,215000,0,0,,,,0,0,,,,0,0,,,,0,0,,,
TR240,KIMSI_MA_2024,CAR5087,PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) WITH TWO VESSELS,PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) WITH TWO VESSELS,Non-GIPSA Insurance,SBI GENERAL INSURANCE CO. LTD.,1,1,255900,255900,255900,0,0,,,,0,0,,,,1,1,255900,255900,255900,0,0,,,,0,0,,,,0,0,,,
TR240,KIMSI_MA_2024,CAR5154,CORONARY ANGIOPLASTY (PTCA) - SINGLE VESSEL,CORONARY ANGIOPLASTY (PTCA) - SINGLE VESSEL | PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLAS | PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY),Corporate | Non-GIPSA Insurance,SBI GENERAL INSURANCE CO. LTD.,6,3,191000,227900,191000.00 | 211500.00 | 227900.00,0,0,,,,4,2,191000,227900,191000.00 | 227900.00,1,1,211500,211500,211500,1,1,191000,191000,191000,0,0,,,,0,0,,,
TR240,KIMSI_MA_2024,CTH0059,CABG,CABG,Non-GIPSA Insurance,SBI GENERAL INSURANCE CO. LTD.,1,1,511700,511700,511700,0,0,,,,0,0,,,,1,1,511700,511700,511700,0,0,,,,0,0,,,,0,0,,,
TR240,KIMSI_MA_2024,ENT5026,SEPTOPLASTY + TURBINOPLASTY,SEPTOPLASTY + TURBINOPLASTY,Non-GIPSA Insurance,SBI GENERAL INSURANCE CO. LTD.,2,2,126200,154200,126200.00 | 154200.00,0,0,,,,1,1,126200,126200,126200,1,1,154200,154200,154200,0,0,,,,0,0,,,,0,0,,,
TR240,KIMSI_MA_2024,ENT5038,ADENOIDECTOMY,ADENOIDECTOMY,Non-GIPSA Insurance,SBI GENERAL INSURANCE CO. LTD.,2,2,65000,78410,65000.00 | 78410.00,0,0,,,,1,1,65000,65000,65000,1,1,78410,78410,78410,0,0,,,,0,0,,,,0,0,,,
TR240,KIMSI_MA_2024,GYN5117,HYSTEROSCOPIC POLYPECTOMY,HYSTEROSCOPIC POLYPECTOMY,Non-GIPSA Insurance,SBI GENERAL INSURANCE CO. LTD.,1,1,54000,54000,54000,0,0,,,,0,0,,,,1,1,54000,54000,54000,0,0,,,,0,0,,,,0,0,,,
TR240,KIMSI_MA_2024,GYN5133,LAVH,LAVH,Non-GIPSA Insurance,SBI GENERAL INSURANCE CO. LTD.,1,1,169000,169000,169000,0,0,,,,0,0,,,,0,0,,,,1,1,169000,169000,169000,0,0,,,,0,0,,,
TR240,KIMSI_MA_2024,GYN5218,TOTAL LAPAROSCOPIC HYSTERECTOMY (TLH),TOTAL LAPAROSCOPIC HYSTERECTOMY (TLH),Non-GIPSA Insurance,SBI GENERAL INSURANCE CO. LTD.,2,2,161200,196300,161200.00 | 196300.00,0,0,,,,0,0,,,,0,0,,,,2,2,161200,196300,161200.00 | 196300.00,0,0,,,,0,0,,,
TR240,KIMSI_MA_2024,GYN5219,CAESARIAN DELIVERY (LSCS),CAESARIAN DELIVERY (LSCS),Non-GIPSA Insurance,SBI GENERAL INSURANCE CO. LTD.,2,2,145000,163500,145000.00 | 163500.00,0,0,,,,0,0,,,,1,1,145000,145000,145000,1,1,163500,163500,163500,0,0,,,,0,0,,,
TR240,KIMSI_MA_2024,ORT5383,TOTAL HIP REPLACEMENT (THR),TOTAL HIP REPLACEMENT (THR) | TOTAL HIP REPLACEMENT (THR) - UNILATERAL,Non-GIPSA Insurance,SBI GENERAL INSURANCE CO. LTD.,2,2,230450,254100,230450.00 | 254100.00,0,0,,,,0,0,,,,0,0,,,,2,2,230450,254100,230450.00 | 254100.00,0,0,,,,0,0,,,
TR240,KIMSI_MA_2024,ORT5510,TOTAL KNEE REPLACEMENT (TKR) - LEFT,TOTAL KNEE REPLACEMENT (TKR) - LEFT | TOTAL KNEE REPLACEMENT (TKR) - LEFT50% Discount,Non-GIPSA Insurance,SBI GENERAL INSURANCE CO. LTD.,9,5,97000,319600,194000.00 | 235500.00 | 263500.00 | 319600.00 | 97000.00,0,0,,,,1,1,194000,194000,194000,1,1,97000,97000,97000,7,5,97000,319600,194000.00 | 235500.00 | 263500.00 | 319600.00 | 97000.00,0,0,,,,0,0,,,
TR240,KIMSI_MA_2024,ORT5511,TOTAL KNEE REPLACEMENT (TKR) - RIGHT,TOTAL KNEE REPLACEMENT (TKR) - RIGHT,Non-GIPSA Insurance,SBI GENERAL INSURANCE CO. LTD.,5,4,228500,319600,228500.00 | 235500.00 | 277600.00 | 319600.00,0,0,,,,1,1,235500,235500,235500,1,1,228500,228500,228500,3,2,277600,319600,277600.00 | 319600.00,0,0,,,,0,0,,,
TR240,KIMSI_MA_2024,PRC0002,TOTAL KNEE REPLACEMENT (TKR) - RIGHT,TOTAL KNEE REPLACEMENT (TKR) - RIGHT | TOTAL KNEE REPLACEMENT (TKR) UNILATERAL - RIGHT,Non-GIPSA Insurance,SBI GENERAL INSURANCE CO. LTD.,2,2,194000,319600,194000.00 | 319600.00,0,0,,,,1,1,194000,194000,194000,0,0,,,,1,1,319600,319600,319600,0,0,,,,0,0,,,
TR240,KIMSI_MA_2024,SGA5162,APPENDICECTOMY-LAP PACKAGE,APPENDICECTOMY-LAP PACKAGE,Non-GIPSA Insurance,SBI GENERAL INSURANCE CO. LTD.,2,2,115000,145000,115000.00 | 145000.00,0,0,,,,1,1,115000,115000,115000,0,0,,,,1,1,145000,145000,145000,0,0,,,,0,0,,,
TR240,KIMSI_MA_2024,SGA5166,CHOLECYSTECTOMY LAPAROSCOPIC,CHOLECYSTECTOMY LAPAROSCOPIC | CHOLECYSTECTOMY- LAP Package | LAP CHOLECYSTECTOMY,Non-GIPSA Insurance,SBI GENERAL INSURANCE CO. LTD.,6,4,136000,188500,136000.00 | 157800.00 | 184000.00 | 188500.00,0,0,,,,3,2,136000,157800,136000.00 | 157800.00,0,0,,,,3,3,136000,188500,136000.00 | 184000.00 | 188500.00,0,0,,,,0,0,,,
TR240,KIMSI_MA_2024,SGA5340,FISTULECTOMY_HIGH END,FISTULECTOMY_HIGH END,Non-GIPSA Insurance,SBI GENERAL INSURANCE CO. LTD.,1,1,97600,97600,97600,0,0,,,,1,1,97600,97600,97600,0,0,,,,0,0,,,,0,0,,,,0,0,,,
TR240,KIMSI_MA_2024,URO0023,DJ STENT REMOVAL UNILATERAL,DJ STENT REMOVAL UNILATERAL,Non-GIPSA Insurance,SBI GENERAL INSURANCE CO. LTD.,1,1,26500,26500,26500,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,1,1,26500,26500,26500
TR240,KIMSI_MA_2024,URO5005,TURP,TURP,Non-GIPSA Insurance,SBI GENERAL INSURANCE CO. LTD.,1,1,139000,139000,139000,0,0,,,,0,0,,,,1,1,139000,139000,139000,0,0,,,,0,0,,,,0,0,,,
TR240,KIMSI_MA_2024,URO5011,URSL,URSL,Non-GIPSA Insurance,SBI GENERAL INSURANCE CO. LTD.,2,2,103000,127000,103000.00 | 127000.00,0,0,,,,1,1,103000,103000,103000,0,0,,,,1,1,127000,127000,127000,0,0,,,,0,0,,,
TR240,KIMSI_MA_2024,VAS0033,RF ABLATION,RF ABLATION,Non-GIPSA Insurance,SBI GENERAL INSURANCE CO. LTD.,1,1,330000,330000,330000,0,0,,,,0,0,,,,0,0,,,,1,1,330000,330000,330000,0,0,,,,0,0,,,
TR274,CG-25 NABH-T1,601,CORONARY ANGIOGRAM (CAG),CORONARY ANGIOGRAM (CAG),Corporate,SKKMT SANKARA EYE HOSPITAL (TRUST),1,1,13225,13225,13225,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,1,1,13225,13225,13225
TR284,KIMSI-22(C),CAR0122,CORONARY ANGIOGRAM (CAG),CORONARY ANGIOGRAM (CAG) | CORONARY ANGIOGRAM (CAG) - CAT - 1,Non-GIPSA Insurance,CHOLAMANDALAM MS GENERAL INSURANCE CO. LTD. | LIBERTY GENERAL INSURANCE LTD. | RAKSHA TPA PVT LTD,6,4,17100,38020,17100.00 | 18000.00 | 38000.00 | 38020.00,0,0,,,,2,1,38000,38000,38000,0,0,,,,0,0,,,,0,0,,,,4,4,17100,38020,17100.00 | 18000.00 | 38000.00 | 38020.00
TR284,KIMSI-22(C),CAR5087,PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLAS,PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLAS,Non-GIPSA Insurance,LIBERTY GENERAL INSURANCE LTD.,1,1,259000,259000,259000,0,0,,,,0,0,,,,0,0,,,,1,1,259000,259000,259000,0,0,,,,0,0,,,
TR284,KIMSI-22(C),CAR5154,PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY),PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY),Non-GIPSA Insurance,CHOLAMANDALAM MS GENERAL INSURANCE CO. LTD.,1,1,252300,252300,252300,0,0,,,,0,0,,,,1,1,252300,252300,252300,0,0,,,,0,0,,,,0,0,,,
TR284,KIMSI-22(C),E N T0017,FESS WITH SEPTOPLASTY & TURBINECTOMY OR POLYPECTOMY OR CONCHOPLASTY- BILATERAL,FESS WITH SEPTOPLASTY & TURBINECTOMY OR POLYPECTOMY OR CONCHOPLASTY- BILATERAL,Non-GIPSA Insurance,HEALTHINDIA INSURANCE TPA SERVICES PVT. LTD.,1,1,62400,62400,62400,0,0,,,,1,1,62400,62400,62400,0,0,,,,0,0,,,,0,0,,,,0,0,,,
TR284,KIMSI-22(C),GYN5219,ELECTIVE LSCS PACKAGE-I,ELECTIVE LSCS PACKAGE-I,Non-GIPSA Insurance,LIBERTY GENERAL INSURANCE LTD.,1,1,163500,163500,163500,0,0,,,,0,0,,,,0,0,,,,1,1,163500,163500,163500,0,0,,,,0,0,,,
TR284,KIMSI-22(C),ORT5510,TOTAL KNEE REPLACEMENT (TKR) - LEFT,TOTAL KNEE REPLACEMENT (TKR) - LEFT,Non-GIPSA Insurance,LIBERTY GENERAL INSURANCE LTD.,3,2,194000,263500,194000.00 | 263500.00,0,0,,,,1,1,194000,194000,194000,0,0,,,,2,1,263500,263500,263500,0,0,,,,0,0,,,
TR284,KIMSI-22(C),ORT5511,TOTAL KNEE REPLACEMENT (TKR) - RIGHT,TOTAL KNEE REPLACEMENT (TKR) - RIGHT,Non-GIPSA Insurance,LIBERTY GENERAL INSURANCE LTD.,2,2,194000,263500,194000.00 | 263500.00,0,0,,,,1,1,194000,194000,194000,0,0,,,,1,1,263500,263500,263500,0,0,,,,0,0,,,
TR284,KIMSI-22(C),ORT5531,TOTAL KNEE REPLACEMENT (TKR) - BILATERAL,TOTAL KNEE REPLACEMENT (TKR) - BILATERAL | TOTAL KNEE REPLACEMENT- BILATERAL,Non-GIPSA Insurance,LIBERTY GENERAL INSURANCE LTD.,2,2,252600,540000,252600.00 | 540000.00,0,0,,,,0,0,,,,0,0,,,,2,2,252600,540000,252600.00 | 540000.00,0,0,,,,0,0,,,
TR284,KIMSI-22(C),PRC0002,TOTAL KNEE REPLACEMENT (TKR) UNILATERAL - RIGHT,TOTAL KNEE REPLACEMENT (TKR) UNILATERAL - RIGHT,Non-GIPSA Insurance,LIBERTY GENERAL INSURANCE LTD.,2,1,235500,235500,235500,0,0,,,,1,1,235500,235500,235500,1,1,235500,235500,235500,0,0,,,,0,0,,,,0,0,,,
TR284,KIMSI-22(C),SGA0050,HAEMORRHOIDECTOMY,HAEMORRHOIDECTOMY,Non-GIPSA Insurance,HEALTHINDIA INSURANCE TPA SERVICES PVT. LTD.,1,1,102500,102500,102500,0,0,,,,0,0,,,,1,1,102500,102500,102500,0,0,,,,0,0,,,,0,0,,,
TR284,KIMSI-22(C),SGA5162,APPENDICECTOMY-LAP PACKAGE,APPENDICECTOMY-LAP PACKAGE,Non-GIPSA Insurance,CHOLAMANDALAM MS GENERAL INSURANCE CO. LTD.,1,1,108500,108500,108500,0,0,,,,1,1,108500,108500,108500,0,0,,,,0,0,,,,0,0,,,,0,0,,,
TR284,KIMSI-22(C),SGA5166,LAP CHOLECYSTECTOMY,LAP CHOLECYSTECTOMY | LAPAROSCOPIC CHOLECYSTECTOMY,Non-GIPSA Insurance,CHOLAMANDALAM MS GENERAL INSURANCE CO. LTD.,2,2,136000,188500,136000.00 | 188500.00,0,0,,,,1,1,136000,136000,136000,0,0,,,,1,1,188500,188500,188500,0,0,,,,0,0,,,
TR284,KIMSI-22(C),URO0187,PCNL + DJ STENTING,PCNL + DJ STENTING,Non-GIPSA Insurance,LIBERTY GENERAL INSURANCE LTD.,1,1,168200,168200,168200,0,0,,,,0,0,,,,1,1,168200,168200,168200,0,0,,,,0,0,,,,0,0,,,
TR284,KIMSI-22(C),URO5011,URSL + DJ STENTING - G I,URSL + DJ STENTING - G I,Non-GIPSA Insurance,LIBERTY GENERAL INSURANCE LTD.,1,1,103000,103000,103000,0,0,,,,1,1,103000,103000,103000,0,0,,,,0,0,,,,0,0,,,,0,0,,,
TR284,KIMSI-22(C),VAS0033,RF ABLATION,RF ABLATION,Non-GIPSA Insurance,LIBERTY GENERAL INSURANCE LTD.,1,1,330000,330000,330000,0,0,,,,0,0,,,,1,1,330000,330000,330000,0,0,,,,0,0,,,,0,0,,,
